job,marital,education,contact,month,poutcome,y,balanceSummary,ageBand,defaultValue,housingVal,loanVal
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand1,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,tertiary,cellular,jan,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,nov,unknown,no,veryPositive,ageBand4,defaultNo,houseYes,loanNo
management,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,primary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,aug,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,jul,unknown,no,positive,ageBand2,defaultYes,houseNo,loanYes
entrepreneur,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,yes,positive,ageBand3,defaultYes,houseNo,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
housemaid,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,apr,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
retired,married,primary,cellular,feb,failure,no,negative,ageBand5,defaultNo,houseYes,loanNo
services,married,secondary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
retired,married,primary,cellular,aug,unknown,no,negative,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
housemaid,married,unknown,cellular,apr,other,no,positive,ageBand5,defaultNo,houseNo,loanNo
retired,divorced,secondary,cellular,aug,other,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,oct,success,yes,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,may,other,yes,negative,ageBand2,defaultNo,houseYes,loanYes
services,single,secondary,unknown,oct,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,sep,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,may,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,married,primary,cellular,apr,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
student,single,secondary,cellular,dec,unknown,no,positive,ageBand1,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,primary,cellular,nov,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,apr,other,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
entrepreneur,married,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
admin.,married,secondary,unknown,jul,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,jul,unknown,no,negative,ageBand4,defaultNo,houseNo,loanYes
management,single,tertiary,cellular,aug,unknown,no,negative,ageBand5,defaultYes,houseYes,loanNo
housemaid,married,primary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,nov,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,may,unknown,no,negative,ageBand2,defaultNo,houseYes,loanNo
services,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
self-employed,single,tertiary,cellular,may,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,divorced,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
unknown,married,unknown,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,married,secondary,telephone,jul,unknown,no,veryPositive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
blue-collar,divorced,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
self-employed,married,secondary,cellular,jan,failure,no,positive,ageBand5,defaultNo,houseYes,loanYes
technician,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
retired,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,other,no,negative,ageBand4,defaultYes,houseYes,loanNo
admin.,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,tertiary,cellular,jan,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
blue-collar,single,secondary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,divorced,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
unknown,single,tertiary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,telephone,may,unknown,no,veryNegative,ageBand5,defaultNo,houseYes,loanNo
blue-collar,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
unknown,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,veryPositive,ageBand4,defaultNo,houseNo,loanNo
entrepreneur,married,unknown,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,divorced,secondary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,married,secondary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,negative,ageBand5,defaultNo,houseNo,loanNo
student,single,secondary,unknown,jun,unknown,no,negative,ageBand2,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
entrepreneur,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
entrepreneur,divorced,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
housemaid,divorced,secondary,cellular,oct,success,yes,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,feb,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,unknown,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,jun,unknown,no,veryPositive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
self-employed,married,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
technician,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,feb,failure,no,positive,ageBand4,defaultNo,houseYes,loanYes
management,married,secondary,cellular,feb,unknown,no,negative,ageBand4,defaultYes,houseNo,loanNo
blue-collar,married,unknown,cellular,may,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
unemployed,married,secondary,cellular,feb,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,single,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,single,unknown,cellular,feb,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,divorced,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,secondary,cellular,nov,unknown,no,veryPositive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,nov,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,divorced,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
unknown,married,tertiary,cellular,jan,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseYes,loanYes
entrepreneur,married,primary,telephone,sep,unknown,yes,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,divorced,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
self-employed,single,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,secondary,telephone,jul,unknown,no,veryPositive,ageBand5,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
services,married,secondary,cellular,nov,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,unknown,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,primary,telephone,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
unemployed,married,primary,telephone,jan,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,divorced,secondary,cellular,may,other,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,may,failure,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,aug,other,no,positive,ageBand2,defaultNo,houseNo,loanNo
services,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
admin.,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
admin.,single,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,jun,unknown,yes,positive,ageBand2,defaultNo,houseYes,loanNo
management,single,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,tertiary,telephone,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,secondary,cellular,apr,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,telephone,aug,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,divorced,secondary,unknown,jul,unknown,no,negative,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jan,other,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,failure,no,positive,ageBand5,defaultNo,houseYes,loanYes
management,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,apr,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,cellular,jan,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
entrepreneur,married,secondary,unknown,may,unknown,no,negative,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,secondary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,mar,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
unemployed,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,telephone,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,telephone,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,apr,other,yes,negative,ageBand3,defaultYes,houseYes,loanNo
management,married,tertiary,cellular,oct,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,oct,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
retired,single,tertiary,cellular,jul,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
entrepreneur,married,tertiary,cellular,may,failure,no,positive,ageBand2,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
technician,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,divorced,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
entrepreneur,married,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,feb,other,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,primary,cellular,jan,other,no,positive,ageBand5,defaultNo,houseYes,loanNo
retired,divorced,primary,telephone,may,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,telephone,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,primary,telephone,feb,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
self-employed,single,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,unknown,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
student,single,secondary,cellular,apr,unknown,yes,positive,ageBand2,defaultNo,houseNo,loanNo
self-employed,married,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,single,secondary,cellular,may,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,single,tertiary,cellular,nov,unknown,no,negative,ageBand3,defaultYes,houseYes,loanNo
management,married,tertiary,cellular,apr,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,divorced,primary,unknown,jun,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,divorced,tertiary,cellular,apr,unknown,yes,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,jul,unknown,yes,negative,ageBand3,defaultNo,houseYes,loanYes
services,single,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,tertiary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,negative,ageBand3,defaultNo,houseYes,loanYes
management,single,tertiary,cellular,may,other,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
unemployed,divorced,primary,telephone,feb,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
unknown,married,unknown,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
housemaid,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,divorced,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
self-employed,divorced,primary,telephone,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,mar,failure,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
self-employed,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
entrepreneur,divorced,secondary,cellular,aug,unknown,yes,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,tertiary,cellular,feb,failure,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,single,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
student,single,secondary,cellular,aug,other,no,positive,ageBand1,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,feb,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,married,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
unknown,single,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
entrepreneur,single,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
unemployed,married,secondary,cellular,aug,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
retired,married,secondary,telephone,jan,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,single,unknown,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,divorced,tertiary,telephone,nov,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,single,unknown,unknown,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,single,unknown,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,divorced,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
self-employed,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,single,tertiary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,may,unknown,no,veryPositive,ageBand4,defaultNo,houseNo,loanNo
student,single,tertiary,cellular,sep,other,no,negative,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,jun,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,unknown,may,unknown,no,veryNegative,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
technician,single,secondary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,aug,success,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,secondary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,divorced,secondary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
services,single,secondary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
housemaid,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
